Name,Email,Financial Status,Paid at,Fulfillment Status,Fulfilled at,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem name,Lineitem price,Lineitem compare at price,Lineitem sku,Lineitem requires shipping,Lineitem taxable,Lineitem fulfillment status,Billing Name,Billing Street,Billing Address1,Billing Address2,Billing Company,Billing City,Billing Zip,Billing Province,Billing Country,Billing Phone,Shipping Name,Shipping Street,Shipping Address1,Shipping Address2,Shipping Company,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Shipping Phone,Notes,Cancelled at,Payment Method,Payment Reference,Refunded Amount,Vendor,Outstanding Balance,Employee,Location,Device ID,Id,Tags,Risk Level,Source,Lineitem discount,Tax 1 Name,Tax 1 Value,Tax 2 Name,Tax 2 Value,Tax 3 Name,Tax 3 Value,Tax 4 Name,Tax 4 Value,Tax 5 Name,Tax 5 Value,Phone,Receipt Number,Duties,Billing Province Name,Shipping Province Name,Payment ID,Payment Terms Name,Next Payment Due At,Payment References,Customer ID
田中太郎,loyal-customer-2001@example.com,paid,2020-06-10 00:00:00 +0900,fulfilled,2020-06-11 00:00:00 +0900,JPY,12000,800,1200,14000,,0,宅配便,2020-06-10 00:00:00 +0900,1,プレミアムギフトボックスセット M,12000,12000,PRD-2001-M,true,true,fulfilled,田中太郎,,,,,東京都,,東京都,日本,090-1111-0001,田中太郎,,,,,東京都,,東京都,日本,090-1111-0001,loyalパターン,,Shopify Payments,pay-2001-2031,0,ギフト工房,0,,,,ORD-2031,"loyal,テスト顧客",Low,web,0,消費税 10%,1200,,,,,,,,,,,,東京都,東京都,pay-id-2001-2031,,,pay-2001-2031,CUST-2001
田中太郎,loyal-customer-2001@example.com,paid,2020-06-27 00:00:00 +0900,fulfilled,2020-06-28 00:00:00 +0900,JPY,35000,800,3500,39300,,0,宅配便,2020-06-27 00:00:00 +0900,1,ラグジュアリーアイテム プラチナ,35000,35000,PRD-2004-PL,true,true,fulfilled,田中太郎,,,,,東京都,,東京都,日本,090-1111-0001,田中太郎,,,,,東京都,,東京都,日本,090-1111-0001,loyalパターン,,Shopify Payments,pay-2001-2032,0,高級工房,0,,,,ORD-2032,"loyal,テスト顧客",Low,web,0,消費税 10%,3500,,,,,,,,,,,,東京都,東京都,pay-id-2001-2032,,,pay-2001-2032,CUST-2001
田中太郎,loyal-customer-2001@example.com,paid,2020-07-12 00:00:00 +0900,fulfilled,2020-07-13 00:00:00 +0900,JPY,8000,500,800,9300,,0,宅配便,2020-07-12 00:00:00 +0900,1,プレミアムギフトボックスセット S,8000,8000,PRD-2001-S,true,true,fulfilled,田中太郎,,,,,東京都,,東京都,日本,090-1111-0001,田中太郎,,,,,東京都,,東京都,日本,090-1111-0001,loyalパターン,,Shopify Payments,pay-2001-2033,0,ギフト工房,0,,,,ORD-2033,"loyal,テスト顧客",Low,web,0,消費税 10%,800,,,,,,,,,,,,東京都,東京都,pay-id-2001-2033,,,pay-2001-2033,CUST-2001
田中太郎,loyal-customer-2001@example.com,paid,2020-07-27 00:00:00 +0900,fulfilled,2020-07-28 00:00:00 +0900,JPY,36000,800,3600,40400,,0,宅配便,2020-07-27 00:00:00 +0900,3,プレミアムギフトボックスセット M,12000,12000,PRD-2001-M,true,true,fulfilled,田中太郎,,,,,東京都,,東京都,日本,090-1111-0001,田中太郎,,,,,東京都,,東京都,日本,090-1111-0001,loyalパターン,,Shopify Payments,pay-2001-2034,0,ギフト工房,0,,,,ORD-2034,"loyal,テスト顧客",Low,web,0,消費税 10%,3600,,,,,,,,,,,,東京都,東京都,pay-id-2001-2034,,,pay-2001-2034,CUST-2001
田中太郎,loyal-customer-2001@example.com,paid,2020-08-16 00:00:00 +0900,fulfilled,2020-08-17 00:00:00 +0900,JPY,12000,800,1200,14000,,0,宅配便,2020-08-16 00:00:00 +0900,1,プレミアムギフトボックスセット M,12000,12000,PRD-2001-M,true,true,fulfilled,田中太郎,,,,,東京都,,東京都,日本,090-1111-0001,田中太郎,,,,,東京都,,東京都,日本,090-1111-0001,loyalパターン,,Shopify Payments,pay-2001-2035,0,ギフト工房,0,,,,ORD-2035,"loyal,テスト顧客",Low,web,0,消費税 10%,1200,,,,,,,,,,,,東京都,東京都,pay-id-2001-2035,,,pay-2001-2035,CUST-2001
田中太郎,loyal-customer-2001@example.com,paid,2020-08-28 00:00:00 +0900,fulfilled,2020-08-29 00:00:00 +0900,JPY,16000,800,1600,18400,,0,宅配便,2020-08-28 00:00:00 +0900,2,プレミアムギフトボックスセット S,8000,8000,PRD-2001-S,true,true,fulfilled,田中太郎,,,,,東京都,,東京都,日本,090-1111-0001,田中太郎,,,,,東京都,,東京都,日本,090-1111-0001,loyalパターン,,Shopify Payments,pay-2001-2036,0,ギフト工房,0,,,,ORD-2036,"loyal,テスト顧客",Low,web,0,消費税 10%,1600,,,,,,,,,,,,東京都,東京都,pay-id-2001-2036,,,pay-2001-2036,CUST-2001
田中太郎,loyal-customer-2001@example.com,paid,2020-09-10 00:00:00 +0900,fulfilled,2020-09-11 00:00:00 +0900,JPY,45000,800,4500,50300,,0,宅配便,2020-09-10 00:00:00 +0900,3,プレミアムギフトボックスセット L,15000,15000,PRD-2001-L,true,true,fulfilled,田中太郎,,,,,東京都,,東京都,日本,090-1111-0001,田中太郎,,,,,東京都,,東京都,日本,090-1111-0001,loyalパターン,,Shopify Payments,pay-2001-2037,0,ギフト工房,0,,,,ORD-2037,"loyal,テスト顧客",Low,web,0,消費税 10%,4500,,,,,,,,,,,,東京都,東京都,pay-id-2001-2037,,,pay-2001-2037,CUST-2001
田中太郎,loyal-customer-2001@example.com,paid,2020-09-22 00:00:00 +0900,fulfilled,2020-09-23 00:00:00 +0900,JPY,24000,800,2400,27200,,0,宅配便,2020-09-22 00:00:00 +0900,3,プレミアムギフトボックスセット S,8000,8000,PRD-2001-S,true,true,fulfilled,田中太郎,,,,,東京都,,東京都,日本,090-1111-0001,田中太郎,,,,,東京都,,東京都,日本,090-1111-0001,loyalパターン,,Shopify Payments,pay-2001-2038,0,ギフト工房,0,,,,ORD-2038,"loyal,テスト顧客",Low,web,0,消費税 10%,2400,,,,,,,,,,,,東京都,東京都,pay-id-2001-2038,,,pay-2001-2038,CUST-2001
田中太郎,loyal-customer-2001@example.com,paid,2020-10-11 00:00:00 +0900,fulfilled,2020-10-12 00:00:00 +0900,JPY,50000,800,5000,55800,,0,宅配便,2020-10-11 00:00:00 +0900,2,ラグジュアリーアイテム ゴールド,25000,25000,PRD-2004-GO,true,true,fulfilled,田中太郎,,,,,東京都,,東京都,日本,090-1111-0001,田中太郎,,,,,東京都,,東京都,日本,090-1111-0001,loyalパターン,,Shopify Payments,pay-2001-2039,0,高級工房,0,,,,ORD-2039,"loyal,テスト顧客",Low,web,0,消費税 10%,5000,,,,,,,,,,,,東京都,東京都,pay-id-2001-2039,,,pay-2001-2039,CUST-2001
田中太郎,loyal-customer-2001@example.com,paid,2020-10-23 00:00:00 +0900,fulfilled,2020-10-24 00:00:00 +0900,JPY,36000,800,3600,40400,,0,宅配便,2020-10-23 00:00:00 +0900,3,プレミアムギフトボックスセット M,12000,12000,PRD-2001-M,true,true,fulfilled,田中太郎,,,,,東京都,,東京都,日本,090-1111-0001,田中太郎,,,,,東京都,,東京都,日本,090-1111-0001,loyalパターン,,Shopify Payments,pay-2001-2040,0,ギフト工房,0,,,,ORD-2040,"loyal,テスト顧客",Low,web,0,消費税 10%,3600,,,,,,,,,,,,東京都,東京都,pay-id-2001-2040,,,pay-2001-2040,CUST-2001
田中太郎,loyal-customer-2001@example.com,paid,2020-11-05 00:00:00 +0900,fulfilled,2020-11-06 00:00:00 +0900,JPY,25000,800,2500,28300,,0,宅配便,2020-11-05 00:00:00 +0900,1,ラグジュアリーアイテム ゴールド,25000,25000,PRD-2004-GO,true,true,fulfilled,田中太郎,,,,,東京都,,東京都,日本,090-1111-0001,田中太郎,,,,,東京都,,東京都,日本,090-1111-0001,loyalパターン,,Shopify Payments,pay-2001-2041,0,高級工房,0,,,,ORD-2041,"loyal,テスト顧客",Low,web,0,消費税 10%,2500,,,,,,,,,,,,東京都,東京都,pay-id-2001-2041,,,pay-2001-2041,CUST-2001
田中太郎,loyal-customer-2001@example.com,paid,2020-11-21 00:00:00 +0900,fulfilled,2020-11-22 00:00:00 +0900,JPY,25000,800,2500,28300,,0,宅配便,2020-11-21 00:00:00 +0900,1,ラグジュアリーアイテム ゴールド,25000,25000,PRD-2004-GO,true,true,fulfilled,田中太郎,,,,,東京都,,東京都,日本,090-1111-0001,田中太郎,,,,,東京都,,東京都,日本,090-1111-0001,loyalパターン,,Shopify Payments,pay-2001-2042,0,高級工房,0,,,,ORD-2042,"loyal,テスト顧客",Low,web,0,消費税 10%,2500,,,,,,,,,,,,東京都,東京都,pay-id-2001-2042,,,pay-2001-2042,CUST-2001
田中太郎,loyal-customer-2001@example.com,paid,2020-12-08 00:00:00 +0900,fulfilled,2020-12-09 00:00:00 +0900,JPY,75000,800,7500,83300,,0,宅配便,2020-12-08 00:00:00 +0900,3,ラグジュアリーアイテム ゴールド,25000,25000,PRD-2004-GO,true,true,fulfilled,田中太郎,,,,,東京都,,東京都,日本,090-1111-0001,田中太郎,,,,,東京都,,東京都,日本,090-1111-0001,loyalパターン,,Shopify Payments,pay-2001-2043,0,高級工房,0,,,,ORD-2043,"loyal,テスト顧客",Low,web,0,消費税 10%,7500,,,,,,,,,,,,東京都,東京都,pay-id-2001-2043,,,pay-2001-2043,CUST-2001
田中太郎,loyal-customer-2001@example.com,paid,2020-12-22 00:00:00 +0900,fulfilled,2020-12-23 00:00:00 +0900,JPY,8000,500,800,9300,,0,宅配便,2020-12-22 00:00:00 +0900,1,プレミアムギフトボックスセット S,8000,8000,PRD-2001-S,true,true,fulfilled,田中太郎,,,,,東京都,,東京都,日本,090-1111-0001,田中太郎,,,,,東京都,,東京都,日本,090-1111-0001,loyalパターン,,Shopify Payments,pay-2001-2044,0,ギフト工房,0,,,,ORD-2044,"loyal,テスト顧客",Low,web,0,消費税 10%,800,,,,,,,,,,,,東京都,東京都,pay-id-2001-2044,,,pay-2001-2044,CUST-2001
佐藤花子,regular-customer-2002@example.com,paid,2020-01-01 00:00:00 +0900,fulfilled,2020-01-02 00:00:00 +0900,JPY,8000,500,800,9300,,0,宅配便,2020-01-01 00:00:00 +0900,1,ホリデースペシャル バレンタイン,8000,8000,PRD-2007-VD,true,true,fulfilled,佐藤花子,,,,,大阪府,,大阪府,日本,090-1111-0002,佐藤花子,,,,,大阪府,,大阪府,日本,090-1111-0002,regularパターン,,Shopify Payments,pay-2002-2045,0,ホリデー工房,0,,,,ORD-2045,"regular,テスト顧客",Low,web,0,消費税 10%,800,,,,,,,,,,,,大阪府,大阪府,pay-id-2002-2045,,,pay-2002-2045,CUST-2002
佐藤花子,regular-customer-2002@example.com,paid,2020-01-19 00:00:00 +0900,fulfilled,2020-01-20 00:00:00 +0900,JPY,8000,500,800,9300,,0,宅配便,2020-01-19 00:00:00 +0900,1,ホリデースペシャル バレンタイン,8000,8000,PRD-2007-VD,true,true,fulfilled,佐藤花子,,,,,大阪府,,大阪府,日本,090-1111-0002,佐藤花子,,,,,大阪府,,大阪府,日本,090-1111-0002,regularパターン,,Shopify Payments,pay-2002-2046,0,ホリデー工房,0,,,,ORD-2046,"regular,テスト顧客",Low,web,0,消費税 10%,800,,,,,,,,,,,,大阪府,大阪府,pay-id-2002-2046,,,pay-2002-2046,CUST-2002
佐藤花子,regular-customer-2002@example.com,paid,2020-02-13 00:00:00 +0900,fulfilled,2020-02-14 00:00:00 +0900,JPY,5500,500,550,6550,,0,宅配便,2020-02-13 00:00:00 +0900,1,季節限定コレクション 夏,5500,5500,PRD-2002-SU,true,true,fulfilled,佐藤花子,,,,,大阪府,,大阪府,日本,090-1111-0002,佐藤花子,,,,,大阪府,,大阪府,日本,090-1111-0002,regularパターン,,Shopify Payments,pay-2002-2047,0,季節工房,0,,,,ORD-2047,"regular,テスト顧客",Low,web,0,消費税 10%,550,,,,,,,,,,,,大阪府,大阪府,pay-id-2002-2047,,,pay-2002-2047,CUST-2002
佐藤花子,regular-customer-2002@example.com,paid,2020-03-02 00:00:00 +0900,fulfilled,2020-03-03 00:00:00 +0900,JPY,5000,500,500,6000,,0,宅配便,2020-03-02 00:00:00 +0900,1,季節限定コレクション 春,5000,5000,PRD-2002-SP,true,true,fulfilled,佐藤花子,,,,,大阪府,,大阪府,日本,090-1111-0002,佐藤花子,,,,,大阪府,,大阪府,日本,090-1111-0002,regularパターン,,Shopify Payments,pay-2002-2048,0,季節工房,0,,,,ORD-2048,"regular,テスト顧客",Low,web,0,消費税 10%,500,,,,,,,,,,,,大阪府,大阪府,pay-id-2002-2048,,,pay-2002-2048,CUST-2002
佐藤花子,regular-customer-2002@example.com,paid,2020-03-22 00:00:00 +0900,fulfilled,2020-03-23 00:00:00 +0900,JPY,6000,500,600,7100,,0,宅配便,2020-03-22 00:00:00 +0900,1,季節限定コレクション 秋,6000,6000,PRD-2002-AU,true,true,fulfilled,佐藤花子,,,,,大阪府,,大阪府,日本,090-1111-0002,佐藤花子,,,,,大阪府,,大阪府,日本,090-1111-0002,regularパターン,,Shopify Payments,pay-2002-2049,0,季節工房,0,,,,ORD-2049,"regular,テスト顧客",Low,web,0,消費税 10%,600,,,,,,,,,,,,大阪府,大阪府,pay-id-2002-2049,,,pay-2002-2049,CUST-2002
佐藤花子,regular-customer-2002@example.com,paid,2020-04-12 00:00:00 +0900,fulfilled,2020-04-13 00:00:00 +0900,JPY,6500,500,650,7650,,0,宅配便,2020-04-12 00:00:00 +0900,1,季節限定コレクション 冬,6500,6500,PRD-2002-WI,true,true,fulfilled,佐藤花子,,,,,大阪府,,大阪府,日本,090-1111-0002,佐藤花子,,,,,大阪府,,大阪府,日本,090-1111-0002,regularパターン,,Shopify Payments,pay-2002-2050,0,季節工房,0,,,,ORD-2050,"regular,テスト顧客",Low,web,0,消費税 10%,650,,,,,,,,,,,,大阪府,大阪府,pay-id-2002-2050,,,pay-2002-2050,CUST-2002
佐藤花子,regular-customer-2002@example.com,paid,2020-05-07 00:00:00 +0900,fulfilled,2020-05-08 00:00:00 +0900,JPY,9000,500,900,10400,,0,宅配便,2020-05-07 00:00:00 +0900,1,ホリデースペシャル クリスマス,9000,9000,PRD-2007-XM,true,true,fulfilled,佐藤花子,,,,,大阪府,,大阪府,日本,090-1111-0002,佐藤花子,,,,,大阪府,,大阪府,日本,090-1111-0002,regularパターン,,Shopify Payments,pay-2002-2051,0,ホリデー工房,0,,,,ORD-2051,"regular,テスト顧客",Low,web,0,消費税 10%,900,,,,,,,,,,,,大阪府,大阪府,pay-id-2002-2051,,,pay-2002-2051,CUST-2002
佐藤花子,regular-customer-2002@example.com,paid,2020-05-25 00:00:00 +0900,fulfilled,2020-05-26 00:00:00 +0900,JPY,7000,500,700,8200,,0,宅配便,2020-05-25 00:00:00 +0900,1,ホリデースペシャル 母の日,7000,7000,PRD-2007-MD,true,true,fulfilled,佐藤花子,,,,,大阪府,,大阪府,日本,090-1111-0002,佐藤花子,,,,,大阪府,,大阪府,日本,090-1111-0002,regularパターン,,Shopify Payments,pay-2002-2052,0,ホリデー工房,0,,,,ORD-2052,"regular,テスト顧客",Low,web,0,消費税 10%,700,,,,,,,,,,,,大阪府,大阪府,pay-id-2002-2052,,,pay-2002-2052,CUST-2002
佐藤花子,regular-customer-2002@example.com,paid,2020-06-14 00:00:00 +0900,fulfilled,2020-06-15 00:00:00 +0900,JPY,9000,500,900,10400,,0,宅配便,2020-06-14 00:00:00 +0900,1,ホリデースペシャル クリスマス,9000,9000,PRD-2007-XM,true,true,fulfilled,佐藤花子,,,,,大阪府,,大阪府,日本,090-1111-0002,佐藤花子,,,,,大阪府,,大阪府,日本,090-1111-0002,regularパターン,,Shopify Payments,pay-2002-2053,0,ホリデー工房,0,,,,ORD-2053,"regular,テスト顧客",Low,web,0,消費税 10%,900,,,,,,,,,,,,大阪府,大阪府,pay-id-2002-2053,,,pay-2002-2053,CUST-2002
佐藤花子,regular-customer-2002@example.com,paid,2020-07-05 00:00:00 +0900,fulfilled,2020-07-06 00:00:00 +0900,JPY,7000,500,700,8200,,0,宅配便,2020-07-05 00:00:00 +0900,1,ホリデースペシャル 母の日,7000,7000,PRD-2007-MD,true,true,fulfilled,佐藤花子,,,,,大阪府,,大阪府,日本,090-1111-0002,佐藤花子,,,,,大阪府,,大阪府,日本,090-1111-0002,regularパターン,,Shopify Payments,pay-2002-2054,0,ホリデー工房,0,,,,ORD-2054,"regular,テスト顧客",Low,web,0,消費税 10%,700,,,,,,,,,,,,大阪府,大阪府,pay-id-2002-2054,,,pay-2002-2054,CUST-2002
佐藤花子,regular-customer-2002@example.com,paid,2020-07-24 00:00:00 +0900,fulfilled,2020-07-25 00:00:00 +0900,JPY,6000,500,600,7100,,0,宅配便,2020-07-24 00:00:00 +0900,1,季節限定コレクション 秋,6000,6000,PRD-2002-AU,true,true,fulfilled,佐藤花子,,,,,大阪府,,大阪府,日本,090-1111-0002,佐藤花子,,,,,大阪府,,大阪府,日本,090-1111-0002,regularパターン,,Shopify Payments,pay-2002-2055,0,季節工房,0,,,,ORD-2055,"regular,テスト顧客",Low,web,0,消費税 10%,600,,,,,,,,,,,,大阪府,大阪府,pay-id-2002-2055,,,pay-2002-2055,CUST-2002
佐藤花子,regular-customer-2002@example.com,paid,2020-08-16 00:00:00 +0900,fulfilled,2020-08-17 00:00:00 +0900,JPY,8000,500,800,9300,,0,宅配便,2020-08-16 00:00:00 +0900,1,ホリデースペシャル バレンタイン,8000,8000,PRD-2007-VD,true,true,fulfilled,佐藤花子,,,,,大阪府,,大阪府,日本,090-1111-0002,佐藤花子,,,,,大阪府,,大阪府,日本,090-1111-0002,regularパターン,,Shopify Payments,pay-2002-2056,0,ホリデー工房,0,,,,ORD-2056,"regular,テスト顧客",Low,web,0,消費税 10%,800,,,,,,,,,,,,大阪府,大阪府,pay-id-2002-2056,,,pay-2002-2056,CUST-2002
佐藤花子,regular-customer-2002@example.com,paid,2020-09-10 00:00:00 +0900,fulfilled,2020-09-11 00:00:00 +0900,JPY,6000,500,600,7100,,0,宅配便,2020-09-10 00:00:00 +0900,1,季節限定コレクション 秋,6000,6000,PRD-2002-AU,true,true,fulfilled,佐藤花子,,,,,大阪府,,大阪府,日本,090-1111-0002,佐藤花子,,,,,大阪府,,大阪府,日本,090-1111-0002,regularパターン,,Shopify Payments,pay-2002-2057,0,季節工房,0,,,,ORD-2057,"regular,テスト顧客",Low,web,0,消費税 10%,600,,,,,,,,,,,,大阪府,大阪府,pay-id-2002-2057,,,pay-2002-2057,CUST-2002
佐藤花子,regular-customer-2002@example.com,paid,2020-10-01 00:00:00 +0900,fulfilled,2020-10-02 00:00:00 +0900,JPY,5500,500,550,6550,,0,宅配便,2020-10-01 00:00:00 +0900,1,季節限定コレクション 夏,5500,5500,PRD-2002-SU,true,true,fulfilled,佐藤花子,,,,,大阪府,,大阪府,日本,090-1111-0002,佐藤花子,,,,,大阪府,,大阪府,日本,090-1111-0002,regularパターン,,Shopify Payments,pay-2002-2058,0,季節工房,0,,,,ORD-2058,"regular,テスト顧客",Low,web,0,消費税 10%,550,,,,,,,,,,,,大阪府,大阪府,pay-id-2002-2058,,,pay-2002-2058,CUST-2002
佐藤花子,regular-customer-2002@example.com,paid,2020-10-21 00:00:00 +0900,fulfilled,2020-10-22 00:00:00 +0900,JPY,6500,500,650,7650,,0,宅配便,2020-10-21 00:00:00 +0900,1,季節限定コレクション 冬,6500,6500,PRD-2002-WI,true,true,fulfilled,佐藤花子,,,,,大阪府,,大阪府,日本,090-1111-0002,佐藤花子,,,,,大阪府,,大阪府,日本,090-1111-0002,regularパターン,,Shopify Payments,pay-2002-2059,0,季節工房,0,,,,ORD-2059,"regular,テスト顧客",Low,web,0,消費税 10%,650,,,,,,,,,,,,大阪府,大阪府,pay-id-2002-2059,,,pay-2002-2059,CUST-2002
