Name,Email,Financial Status,Paid at,Fulfillment Status,Fulfilled at,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem name,Lineitem price,Lineitem compare at price,Lineitem sku,Lineitem requires shipping,Lineitem taxable,Lineitem fulfillment status,Billing Name,Billing Street,Billing Address1,Billing Address2,Billing Company,Billing City,Billing Zip,Billing Province,Billing Country,Billing Phone,Shipping Name,Shipping Street,Shipping Address1,Shipping Address2,Shipping Company,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Shipping Phone,Notes,Cancelled at,Payment Method,Payment Reference,Refunded Amount,Vendor,Outstanding Balance,Employee,Location,Device ID,Id,Tags,Risk Level,Source,Lineitem discount,Tax 1 Name,Tax 1 Value,Tax 2 Name,Tax 2 Value,Tax 3 Name,Tax 3 Value,Tax 4 Name,Tax 4 Value,Tax 5 Name,Tax 5 Value,Phone,Receipt Number,Duties,Billing Province Name,Shipping Province Name,Payment ID,Payment Terms Name,Next Payment Due At,Payment References,Customer ID
藤太郎佐,maeyao-og_fan-4003@example.com,paid,2017-03-17 00:00:00 +0900,fulfilled,2017-03-18 00:00:00 +0900,JPY,6680,800,668,8148,,0,宅配便,2017-03-17 00:00:00 +0900,1,激辛ポークカレー（レトルト）,780,936,RET-SPRK-001,true,true,fulfilled,藤太郎佐,,,,,茗荷谷,,文京区,日本,090-5179-1817,藤太郎佐,,,,,茗荷谷,,文京区,日本,090-5179-1817,辛さレベル4,,クレジットカード,pay-4-4004,0,早稲田メーヤウ,0,,,,ORD-4004,"カレー,激辛ポーク,辛さ4",Low,web,0,消費税 10%,668,,,,,,,,,090-5179-1817,,0,文京区,文京区,pay-id-4-4004,,,pay-4-4004,CUST-4003
藤太郎佐,maeyao-og_fan-4003@example.com,paid,2017-03-17 00:00:00 +0900,fulfilled,2017-03-18 00:00:00 +0900,JPY,6680,800,668,8148,,0,宅配便,2017-03-17 00:00:00 +0900,2,激辛チキンカレー（冷凍）,1080,1296,FRZ-SCHK-001,true,true,fulfilled,藤太郎佐,,,,,茗荷谷,,文京区,日本,090-5179-1817,藤太郎佐,,,,,茗荷谷,,文京区,日本,090-5179-1817,辛さレベル4,,クレジットカード,pay-4-4004,0,早稲田メーヤウ,0,,,,,"カレー,激辛チキン,辛さ4",Low,web,0,消費税 10%,668,,,,,,,,,090-5179-1817,,0,文京区,文京区,pay-id-4-4004,,,pay-4-4004,CUST-4003
藤太郎佐,maeyao-og_fan-4003@example.com,paid,2017-03-17 00:00:00 +0900,fulfilled,2017-03-18 00:00:00 +0900,JPY,6680,800,668,8148,,0,宅配便,2017-03-17 00:00:00 +0900,1,レッドカレー（冷凍）,1180,1416,FRZ-RED-001,true,true,fulfilled,藤太郎佐,,,,,茗荷谷,,文京区,日本,090-5179-1817,藤太郎佐,,,,,茗荷谷,,文京区,日本,090-5179-1817,辛さレベル4,,クレジットカード,pay-4-4004,0,早稲田メーヤウ,0,,,,,"カレー,レッド,辛さ4",Low,web,0,消費税 10%,668,,,,,,,,,090-5179-1817,,0,文京区,文京区,pay-id-4-4004,,,pay-4-4004,CUST-4003
藤太郎佐,maeyao-og_fan-4003@example.com,paid,2017-03-17 00:00:00 +0900,fulfilled,2017-03-18 00:00:00 +0900,JPY,6680,800,668,8148,,0,宅配便,2017-03-17 00:00:00 +0900,2,超激辛スペシャルカレー（冷凍）,1280,1536,FRZ-SUPER-001,true,true,fulfilled,藤太郎佐,,,,,茗荷谷,,文京区,日本,090-5179-1817,藤太郎佐,,,,,茗荷谷,,文京区,日本,090-5179-1817,辛さレベル5,,クレジットカード,pay-4-4004,0,早稲田メーヤウ,0,,,,,"カレー,超激辛,辛さ5",Low,web,0,消費税 10%,668,,,,,,,,,090-5179-1817,,0,文京区,文京区,pay-id-4-4004,,,pay-4-4004,CUST-4003
藤陽子伊,maeyao-og_fan-4016@example.com,paid,2017-03-02 00:00:00 +0900,fulfilled,2017-03-03 00:00:00 +0900,JPY,11340,800,1134,13274,,0,宅配便,2017-03-02 00:00:00 +0900,3,激辛パウダー,680,816,TOP-HOT-001,true,true,fulfilled,藤陽子伊,,,,,茗荷谷,,文京区,日本,090-2684-5604,藤陽子伊,,,,,茗荷谷,,文京区,日本,090-2684-5604,辛さレベル5,,クレジットカード,pay-4-4005,0,早稲田メーヤウ,0,,,,ORD-4005,"カレー,スパイス,辛さ5",Low,web,0,消費税 10%,1134,,,,,,,,,090-2684-5604,,0,文京区,文京区,pay-id-4-4005,,,pay-4-4005,CUST-4016
藤陽子伊,maeyao-og_fan-4016@example.com,paid,2017-03-02 00:00:00 +0900,fulfilled,2017-03-03 00:00:00 +0900,JPY,11340,800,1134,13274,,0,宅配便,2017-03-02 00:00:00 +0900,2,激辛チャレンジ3種セット（冷凍）,3480,4176,SET-HOT-003,true,true,fulfilled,藤陽子伊,,,,,茗荷谷,,文京区,日本,090-2684-5604,藤陽子伊,,,,,茗荷谷,,文京区,日本,090-2684-5604,辛さレベル4,,クレジットカード,pay-4-4005,0,早稲田メーヤウ,0,,,,,"カレー,激辛セット,辛さ4",Low,web,0,消費税 10%,1134,,,,,,,,,090-2684-5604,,0,文京区,文京区,pay-id-4-4005,,,pay-4-4005,CUST-4016
藤陽子伊,maeyao-og_fan-4016@example.com,paid,2017-03-02 00:00:00 +0900,fulfilled,2017-03-03 00:00:00 +0900,JPY,11340,800,1134,13274,,0,宅配便,2017-03-02 00:00:00 +0900,3,激辛チキンカレー（レトルト）,780,936,RET-SCHK-001,true,true,fulfilled,藤陽子伊,,,,,茗荷谷,,文京区,日本,090-2684-5604,藤陽子伊,,,,,茗荷谷,,文京区,日本,090-2684-5604,辛さレベル4,,クレジットカード,pay-4-4005,0,早稲田メーヤウ,0,,,,,"カレー,激辛チキン,辛さ4",Low,web,0,消費税 10%,1134,,,,,,,,,090-2684-5604,,0,文京区,文京区,pay-id-4-4005,,,pay-4-4005,CUST-4016
中次郎田,maeyao-og_fan-4017@example.com,paid,2016-02-21 00:00:00 +0900,fulfilled,2016-02-22 00:00:00 +0900,JPY,4620,800,462,5882,,0,宅配便,2016-02-21 00:00:00 +0900,2,激辛ポークカレー（冷凍）,1080,1296,FRZ-SPRK-001,true,true,fulfilled,中次郎田,,,,,横浜,,神奈川県,日本,090-3992-8269,中次郎田,,,,,横浜,,神奈川県,日本,090-3992-8269,辛さレベル4,,クレジットカード,pay-4-4006,0,早稲田メーヤウ,0,,,,ORD-4006,"カレー,激辛ポーク,辛さ4",Low,web,0,消費税 10%,462,,,,,,,,,090-3992-8269,,0,神奈川県,神奈川県,pay-id-4-4006,,,pay-4-4006,CUST-4017
中次郎田,maeyao-og_fan-4017@example.com,paid,2016-02-21 00:00:00 +0900,fulfilled,2016-02-22 00:00:00 +0900,JPY,4620,800,462,5882,,0,宅配便,2016-02-21 00:00:00 +0900,1,超激辛スペシャルカレー（冷凍）,1280,1536,FRZ-SUPER-001,true,true,fulfilled,中次郎田,,,,,横浜,,神奈川県,日本,090-3992-8269,中次郎田,,,,,横浜,,神奈川県,日本,090-3992-8269,辛さレベル5,,クレジットカード,pay-4-4006,0,早稲田メーヤウ,0,,,,,"カレー,超激辛,辛さ5",Low,web,0,消費税 10%,462,,,,,,,,,090-3992-8269,,0,神奈川県,神奈川県,pay-id-4-4006,,,pay-4-4006,CUST-4017
中次郎田,maeyao-og_fan-4017@example.com,paid,2016-02-21 00:00:00 +0900,fulfilled,2016-02-22 00:00:00 +0900,JPY,4620,800,462,5882,,0,宅配便,2016-02-21 00:00:00 +0900,1,レッドカレー（冷凍）,1180,1416,FRZ-RED-001,true,true,fulfilled,中次郎田,,,,,横浜,,神奈川県,日本,090-3992-8269,中次郎田,,,,,横浜,,神奈川県,日本,090-3992-8269,辛さレベル4,,クレジットカード,pay-4-4006,0,早稲田メーヤウ,0,,,,,"カレー,レッド,辛さ4",Low,web,0,消費税 10%,462,,,,,,,,,090-3992-8269,,0,神奈川県,神奈川県,pay-id-4-4006,,,pay-4-4006,CUST-4017
中恵子田,maeyao-regular-4087@example.com,paid,2016-05-17 00:00:00 +0900,fulfilled,2016-05-18 00:00:00 +0900,JPY,3600,800,360,4760,,0,宅配便,2016-05-17 00:00:00 +0900,1,選べる定期便（月4食）,3600,4320,SUB-004,true,true,fulfilled,中恵子田,,,,,高田馬場,,新宿区,日本,090-8964-4510,中恵子田,,,,,高田馬場,,新宿区,日本,090-8964-4510,辛さレベル0,,クレジットカード,pay-4-4007,0,早稲田メーヤウ,0,,,,ORD-4007,"カレー,定期便,辛さ0",Low,web,0,消費税 10%,360,,,,,,,,,090-8964-4510,,0,新宿区,新宿区,pay-id-4-4007,,,pay-4-4007,CUST-4087
藤舞佐,maeyao-og_fan-4026@example.com,paid,2016-01-10 00:00:00 +0900,fulfilled,2016-01-11 00:00:00 +0900,JPY,7560,800,756,9116,,0,宅配便,2016-01-10 00:00:00 +0900,1,激辛ポークカレー（レトルト）,780,936,RET-SPRK-001,true,true,fulfilled,藤舞佐,,,,,茗荷谷,,文京区,日本,090-3344-3878,藤舞佐,,,,,茗荷谷,,文京区,日本,090-3344-3878,辛さレベル4,,クレジットカード,pay-4-4008,0,早稲田メーヤウ,0,,,,ORD-4008,"カレー,激辛ポーク,辛さ4",Low,web,0,消費税 10%,756,,,,,,,,,090-3344-3878,,0,文京区,文京区,pay-id-4-4008,,,pay-4-4008,CUST-4026
藤舞佐,maeyao-og_fan-4026@example.com,paid,2016-01-10 00:00:00 +0900,fulfilled,2016-01-11 00:00:00 +0900,JPY,7560,800,756,9116,,0,宅配便,2016-01-10 00:00:00 +0900,3,激辛ポークカレー（冷凍）,1080,1296,FRZ-SPRK-001,true,true,fulfilled,藤舞佐,,,,,茗荷谷,,文京区,日本,090-3344-3878,藤舞佐,,,,,茗荷谷,,文京区,日本,090-3344-3878,辛さレベル4,,クレジットカード,pay-4-4008,0,早稲田メーヤウ,0,,,,,"カレー,激辛ポーク,辛さ4",Low,web,0,消費税 10%,756,,,,,,,,,090-3344-3878,,0,文京区,文京区,pay-id-4-4008,,,pay-4-4008,CUST-4026
藤舞佐,maeyao-og_fan-4026@example.com,paid,2016-01-10 00:00:00 +0900,fulfilled,2016-01-11 00:00:00 +0900,JPY,7560,800,756,9116,,0,宅配便,2016-01-10 00:00:00 +0900,3,レッドカレー（冷凍）,1180,1416,FRZ-RED-001,true,true,fulfilled,藤舞佐,,,,,茗荷谷,,文京区,日本,090-3344-3878,藤舞佐,,,,,茗荷谷,,文京区,日本,090-3344-3878,辛さレベル4,,クレジットカード,pay-4-4008,0,早稲田メーヤウ,0,,,,,"カレー,レッド,辛さ4",Low,web,0,消費税 10%,756,,,,,,,,,090-3344-3878,,0,文京区,文京区,pay-id-4-4008,,,pay-4-4008,CUST-4026
中隆田,maeyao-og_fan-4030@example.com,paid,2016-01-03 00:00:00 +0900,fulfilled,2016-01-04 00:00:00 +0900,JPY,9520,800,952,11272,,0,宅配便,2016-01-03 00:00:00 +0900,2,激辛チャレンジ3種セット（冷凍）,3480,4176,SET-HOT-003,true,true,fulfilled,中隆田,,,,,茗荷谷,,文京区,日本,090-4928-1523,中隆田,,,,,茗荷谷,,文京区,日本,090-4928-1523,辛さレベル4,,クレジットカード,pay-4-4009,0,早稲田メーヤウ,0,,,,ORD-4009,"カレー,激辛セット,辛さ4",Low,web,0,消費税 10%,952,,,,,,,,,090-4928-1523,,0,文京区,文京区,pay-id-4-4009,,,pay-4-4009,CUST-4030
中隆田,maeyao-og_fan-4030@example.com,paid,2016-01-03 00:00:00 +0900,fulfilled,2016-01-04 00:00:00 +0900,JPY,9520,800,952,11272,,0,宅配便,2016-01-03 00:00:00 +0900,2,超激辛スペシャルカレー（冷凍）,1280,1536,FRZ-SUPER-001,true,true,fulfilled,中隆田,,,,,茗荷谷,,文京区,日本,090-4928-1523,中隆田,,,,,茗荷谷,,文京区,日本,090-4928-1523,辛さレベル5,,クレジットカード,pay-4-4009,0,早稲田メーヤウ,0,,,,,"カレー,超激辛,辛さ5",Low,web,0,消費税 10%,952,,,,,,,,,090-4928-1523,,0,文京区,文京区,pay-id-4-4009,,,pay-4-4009,CUST-4030
中次郎田,maeyao-og_fan-4017@example.com,paid,2016-07-23 00:00:00 +0900,fulfilled,2016-07-24 00:00:00 +0900,JPY,11180,800,1118,13098,,0,宅配便,2016-07-23 00:00:00 +0900,3,激辛ポークカレー（冷凍）,1080,1296,FRZ-SPRK-001,true,true,fulfilled,中次郎田,,,,,横浜,,神奈川県,日本,090-3992-8269,中次郎田,,,,,横浜,,神奈川県,日本,090-3992-8269,辛さレベル4,,クレジットカード,pay-4-4010,0,早稲田メーヤウ,0,,,,ORD-4010,"カレー,激辛ポーク,辛さ4",Low,web,0,消費税 10%,1118,,,,,,,,,090-3992-8269,,0,神奈川県,神奈川県,pay-id-4-4010,,,pay-4-4010,CUST-4017
中次郎田,maeyao-og_fan-4017@example.com,paid,2016-07-23 00:00:00 +0900,fulfilled,2016-07-24 00:00:00 +0900,JPY,11180,800,1118,13098,,0,宅配便,2016-07-23 00:00:00 +0900,2,レッドカレー（冷凍）,1180,1416,FRZ-RED-001,true,true,fulfilled,中次郎田,,,,,横浜,,神奈川県,日本,090-3992-8269,中次郎田,,,,,横浜,,神奈川県,日本,090-3992-8269,辛さレベル4,,クレジットカード,pay-4-4010,0,早稲田メーヤウ,0,,,,,"カレー,レッド,辛さ4",Low,web,0,消費税 10%,1118,,,,,,,,,090-3992-8269,,0,神奈川県,神奈川県,pay-id-4-4010,,,pay-4-4010,CUST-4017
中次郎田,maeyao-og_fan-4017@example.com,paid,2016-07-23 00:00:00 +0900,fulfilled,2016-07-24 00:00:00 +0900,JPY,11180,800,1118,13098,,0,宅配便,2016-07-23 00:00:00 +0900,3,激辛チキンカレー（冷凍）,1080,1296,FRZ-SCHK-001,true,true,fulfilled,中次郎田,,,,,横浜,,神奈川県,日本,090-3992-8269,中次郎田,,,,,横浜,,神奈川県,日本,090-3992-8269,辛さレベル4,,クレジットカード,pay-4-4010,0,早稲田メーヤウ,0,,,,,"カレー,激辛チキン,辛さ4",Low,web,0,消費税 10%,1118,,,,,,,,,090-3992-8269,,0,神奈川県,神奈川県,pay-id-4-4010,,,pay-4-4010,CUST-4017
中次郎田,maeyao-og_fan-4017@example.com,paid,2016-07-23 00:00:00 +0900,fulfilled,2016-07-24 00:00:00 +0900,JPY,11180,800,1118,13098,,0,宅配便,2016-07-23 00:00:00 +0900,3,激辛チキンカレー（レトルト）,780,936,RET-SCHK-001,true,true,fulfilled,中次郎田,,,,,横浜,,神奈川県,日本,090-3992-8269,中次郎田,,,,,横浜,,神奈川県,日本,090-3992-8269,辛さレベル4,,クレジットカード,pay-4-4010,0,早稲田メーヤウ,0,,,,,"カレー,激辛チキン,辛さ4",Low,web,0,消費税 10%,1118,,,,,,,,,090-3992-8269,,0,神奈川県,神奈川県,pay-id-4-4010,,,pay-4-4010,CUST-4017
藤太郎佐,maeyao-og_fan-4003@example.com,paid,2016-02-25 00:00:00 +0900,fulfilled,2016-02-26 00:00:00 +0900,JPY,3720,800,372,4892,,0,宅配便,2016-02-25 00:00:00 +0900,2,激辛チキンカレー（冷凍）,1080,1296,FRZ-SCHK-001,true,true,fulfilled,藤太郎佐,,,,,茗荷谷,,文京区,日本,090-5179-1817,藤太郎佐,,,,,茗荷谷,,文京区,日本,090-5179-1817,辛さレベル4,,クレジットカード,pay-4-4011,0,早稲田メーヤウ,0,,,,ORD-4011,"カレー,激辛チキン,辛さ4",Low,web,0,消費税 10%,372,,,,,,,,,090-5179-1817,,0,文京区,文京区,pay-id-4-4011,,,pay-4-4011,CUST-4003
藤太郎佐,maeyao-og_fan-4003@example.com,paid,2016-02-25 00:00:00 +0900,fulfilled,2016-02-26 00:00:00 +0900,JPY,3720,800,372,4892,,0,宅配便,2016-02-25 00:00:00 +0900,2,激辛ポークカレー（レトルト）,780,936,RET-SPRK-001,true,true,fulfilled,藤太郎佐,,,,,茗荷谷,,文京区,日本,090-5179-1817,藤太郎佐,,,,,茗荷谷,,文京区,日本,090-5179-1817,辛さレベル4,,クレジットカード,pay-4-4011,0,早稲田メーヤウ,0,,,,,"カレー,激辛ポーク,辛さ4",Low,web,0,消費税 10%,372,,,,,,,,,090-5179-1817,,0,文京区,文京区,pay-id-4-4011,,,pay-4-4011,CUST-4003
中隆田,maeyao-og_fan-4030@example.com,paid,2016-11-15 00:00:00 +0900,fulfilled,2016-11-16 00:00:00 +0900,JPY,3240,800,324,4364,,0,宅配便,2016-11-15 00:00:00 +0900,1,激辛ポークカレー（冷凍）,1080,1296,FRZ-SPRK-001,true,true,fulfilled,中隆田,,,,,茗荷谷,,文京区,日本,090-4928-1523,中隆田,,,,,茗荷谷,,文京区,日本,090-4928-1523,辛さレベル4,,クレジットカード,pay-4-4012,0,早稲田メーヤウ,0,,,,ORD-4012,"カレー,激辛ポーク,辛さ4",Low,web,0,消費税 10%,324,,,,,,,,,090-4928-1523,,0,文京区,文京区,pay-id-4-4012,,,pay-4-4012,CUST-4030
中隆田,maeyao-og_fan-4030@example.com,paid,2016-11-15 00:00:00 +0900,fulfilled,2016-11-16 00:00:00 +0900,JPY,3240,800,324,4364,,0,宅配便,2016-11-15 00:00:00 +0900,2,激辛チキンカレー（冷凍）,1080,1296,FRZ-SCHK-001,true,true,fulfilled,中隆田,,,,,茗荷谷,,文京区,日本,090-4928-1523,中隆田,,,,,茗荷谷,,文京区,日本,090-4928-1523,辛さレベル4,,クレジットカード,pay-4-4012,0,早稲田メーヤウ,0,,,,,"カレー,激辛チキン,辛さ4",Low,web,0,消費税 10%,324,,,,,,,,,090-4928-1523,,0,文京区,文京区,pay-id-4-4012,,,pay-4-4012,CUST-4030
本翔太山,maeyao-og_fan-4008@example.com,paid,2016-05-11 00:00:00 +0900,fulfilled,2016-05-12 00:00:00 +0900,JPY,6080,800,608,7488,,0,宅配便,2016-05-11 00:00:00 +0900,2,激辛チキンカレー（冷凍）,1080,1296,FRZ-SCHK-001,true,true,fulfilled,本翔太山,,,,,池袋,,豊島区,日本,090-4256-8557,本翔太山,,,,,池袋,,豊島区,日本,090-4256-8557,辛さレベル4,,クレジットカード,pay-4-4013,0,早稲田メーヤウ,0,,,,ORD-4013,"カレー,激辛チキン,辛さ4",Low,web,0,消費税 10%,608,,,,,,,,,090-4256-8557,,0,豊島区,豊島区,pay-id-4-4013,,,pay-4-4013,CUST-4008
本翔太山,maeyao-og_fan-4008@example.com,paid,2016-05-11 00:00:00 +0900,fulfilled,2016-05-12 00:00:00 +0900,JPY,6080,800,608,7488,,0,宅配便,2016-05-11 00:00:00 +0900,2,激辛ポークカレー（レトルト）,780,936,RET-SPRK-001,true,true,fulfilled,本翔太山,,,,,池袋,,豊島区,日本,090-4256-8557,本翔太山,,,,,池袋,,豊島区,日本,090-4256-8557,辛さレベル4,,クレジットカード,pay-4-4013,0,早稲田メーヤウ,0,,,,,"カレー,激辛ポーク,辛さ4",Low,web,0,消費税 10%,608,,,,,,,,,090-4256-8557,,0,豊島区,豊島区,pay-id-4-4013,,,pay-4-4013,CUST-4008
