Customer ID,First Name,Last Name,Email,Accepts Email Marketing,Company,Address1,Address2,City,Province,Province Code,Country,Country Code,Zip,Phone,Accepts SMS Marketing,Total Spent,Total Orders,Tags,Note,Tax Exempt,Company / 店舗名,Industry / 業種名,Created At,Updated At
CUST-4015,藤優子,佐,maeyao-og_fan-4015@example.com,yes,,,,早稲田,新宿区,,日本,JP,,090-7792-1175,yes,156507,30,"OGファン,VIP,激辛愛好家",og_fanタイプの顧客,no,,,,
CUST-4016,藤陽子,伊,maeyao-og_fan-4016@example.com,yes,,,,茗荷谷,文京区,,日本,JP,,090-2684-5604,yes,82774,22,"OGファン,VIP,激辛愛好家",og_fanタイプの顧客,no,,,,
CUST-4017,中次郎,田,maeyao-og_fan-4017@example.com,yes,,,,横浜,神奈川県,,日本,JP,,090-3992-8269,yes,196291,50,"OGファン,VIP,激辛愛好家",og_fanタイプの顧客,no,,,,
CUST-4018,藤大輝,伊,maeyao-og_fan-4018@example.com,yes,,,,早稲田,新宿区,,日本,JP,,090-7508-7465,yes,154109,23,"OGファン,VIP,激辛愛好家",og_fanタイプの顧客,no,,,,
CUST-4019,橋美咲,高,maeyao-og_fan-4019@example.com,yes,,,,茗荷谷,文京区,,日本,JP,,090-2014-8351,yes,129736,38,"OGファン,VIP,激辛愛好家",og_fanタイプの顧客,no,,,,
CUST-4020,木健太,鈴,maeyao-og_fan-4020@example.com,yes,,,,池袋,豊島区,,日本,JP,,090-2996-9731,yes,68657,44,"OGファン,VIP,激辛愛好家",og_fanタイプの顧客,no,,,,
CUST-4021,林陽子,小,maeyao-og_fan-4021@example.com,yes,,,,早稲田,新宿区,,日本,JP,,090-8694-5233,yes,175982,42,"OGファン,VIP,激辛愛好家",og_fanタイプの顧客,no,,,,
CUST-4022,藤浩,佐,maeyao-og_fan-4022@example.com,yes,,,,茗荷谷,文京区,,日本,JP,,090-4227-8581,yes,181845,33,"OGファン,VIP,激辛愛好家",og_fanタイプの顧客,no,,,,
CUST-4023,本彩,山,maeyao-og_fan-4023@example.com,yes,,,,池袋,豊島区,,日本,JP,,090-5957-2408,yes,137660,50,"OGファン,VIP,激辛愛好家",og_fanタイプの顧客,no,,,,
CUST-4024,木美咲,鈴,maeyao-og_fan-4024@example.com,yes,,,,茗荷谷,文京区,,日本,JP,,090-2242-5280,yes,102883,28,"OGファン,VIP,激辛愛好家",og_fanタイプの顧客,no,,,,
CUST-4025,辺次郎,渡,maeyao-og_fan-4025@example.com,yes,,,,千葉,千葉県,,日本,JP,,090-3256-9451,yes,64673,25,"OGファン,VIP,激辛愛好家",og_fanタイプの顧客,no,,,,
CUST-4026,藤舞,佐,maeyao-og_fan-4026@example.com,yes,,,,茗荷谷,文京区,,日本,JP,,090-3344-3878,yes,134429,35,"OGファン,VIP,激辛愛好家",og_fanタイプの顧客,no,,,,
CUST-4027,本健太,山,maeyao-og_fan-4027@example.com,yes,,,,高田馬場,新宿区,,日本,JP,,090-4898-4956,yes,170040,43,"OGファン,VIP,激辛愛好家",og_fanタイプの顧客,no,,,,
CUST-4028,村恵子,中,maeyao-og_fan-4028@example.com,yes,,,,品川,東京都,,日本,JP,,090-3466-8105,yes,108636,26,"OGファン,VIP,激辛愛好家",og_fanタイプの顧客,no,,,,
CUST-4029,中太郎,田,maeyao-og_fan-4029@example.com,yes,,,,茗荷谷,文京区,,日本,JP,,090-6063-6081,yes,79609,40,"OGファン,VIP,激辛愛好家",og_fanタイプの顧客,no,,,,
CUST-4030,中隆,田,maeyao-og_fan-4030@example.com,yes,,,,茗荷谷,文京区,,日本,JP,,090-4928-1523,yes,173162,26,"OGファン,VIP,激辛愛好家",og_fanタイプの顧客,no,,,,
CUST-4031,藤恵子,佐,maeyao-revival_supporter-4031@example.com,yes,,,,高田馬場,新宿区,,日本,JP,,090-7296-5186,yes,67160,11,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4032,本拓也,山,maeyao-revival_supporter-4032@example.com,yes,,,,池袋,豊島区,,日本,JP,,090-8661-2575,yes,99414,29,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4033,藤次郎,佐,maeyao-revival_supporter-4033@example.com,yes,,,,池袋,豊島区,,日本,JP,,090-6613-7409,yes,59599,15,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4034,藤彩,加,maeyao-revival_supporter-4034@example.com,yes,,,,早稲田,新宿区,,日本,JP,,090-1230-6981,yes,65165,29,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4035,中幸子,田,maeyao-revival_supporter-4035@example.com,yes,,,,品川,東京都,,日本,JP,,090-3432-5307,yes,76920,29,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4036,辺誠,渡,maeyao-revival_supporter-4036@example.com,yes,,,,茗荷谷,文京区,,日本,JP,,090-4737-6473,yes,55405,20,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4037,藤愛,伊,maeyao-revival_supporter-4037@example.com,yes,,,,池袋,豊島区,,日本,JP,,090-8206-4623,yes,83521,16,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4038,辺愛,渡,maeyao-revival_supporter-4038@example.com,yes,,,,茗荷谷,文京区,,日本,JP,,090-9603-1974,yes,98805,24,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4039,村花子,中,maeyao-revival_supporter-4039@example.com,yes,,,,茗荷谷,文京区,,日本,JP,,090-3602-4433,yes,36438,13,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4040,中隆,田,maeyao-revival_supporter-4040@example.com,yes,,,,池袋,豊島区,,日本,JP,,090-3714-7970,yes,41192,23,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4041,橋恵子,高,maeyao-revival_supporter-4041@example.com,yes,,,,さいたま,埼玉県,,日本,JP,,090-5910-8381,yes,43624,10,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4042,木浩,鈴,maeyao-revival_supporter-4042@example.com,yes,,,,茗荷谷,文京区,,日本,JP,,090-5730-9863,yes,75011,27,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4043,藤愛,伊,maeyao-revival_supporter-4043@example.com,yes,,,,早稲田,新宿区,,日本,JP,,090-1679-6030,yes,42287,22,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4044,林健太,小,maeyao-revival_supporter-4044@example.com,yes,,,,高田馬場,新宿区,,日本,JP,,090-9350-2098,yes,35425,11,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4045,本花子,山,maeyao-revival_supporter-4045@example.com,yes,,,,高田馬場,新宿区,,日本,JP,,090-3860-6687,yes,74655,14,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4046,村健太,中,maeyao-revival_supporter-4046@example.com,yes,,,,池袋,豊島区,,日本,JP,,090-9200-3170,yes,73321,25,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4047,藤幸子,加,maeyao-revival_supporter-4047@example.com,yes,,,,池袋,豊島区,,日本,JP,,090-2575-7992,yes,60669,19,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4048,藤大輝,加,maeyao-revival_supporter-4048@example.com,yes,,,,早稲田,新宿区,,日本,JP,,090-3667-7765,yes,58557,24,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4049,村太郎,中,maeyao-revival_supporter-4049@example.com,yes,,,,高田馬場,新宿区,,日本,JP,,090-8424-2921,yes,85402,27,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4050,中大輝,田,maeyao-revival_supporter-4050@example.com,yes,,,,渋谷,東京都,,日本,JP,,090-3874-7365,yes,31496,14,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4051,林幸子,小,maeyao-revival_supporter-4051@example.com,yes,,,,高田馬場,新宿区,,日本,JP,,090-8093-1153,yes,34476,10,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4052,中花子,田,maeyao-revival_supporter-4052@example.com,yes,,,,早稲田,新宿区,,日本,JP,,090-2252-4750,yes,87657,23,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4053,中次郎,田,maeyao-revival_supporter-4053@example.com,yes,,,,池袋,豊島区,,日本,JP,,090-8994-3582,yes,88579,18,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4054,橋次郎,高,maeyao-revival_supporter-4054@example.com,yes,,,,池袋,豊島区,,日本,JP,,090-7624-4857,yes,87136,14,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4055,橋次郎,高,maeyao-revival_supporter-4055@example.com,yes,,,,千葉,千葉県,,日本,JP,,090-6090-3601,yes,61140,20,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4056,橋恵子,高,maeyao-revival_supporter-4056@example.com,yes,,,,池袋,豊島区,,日本,JP,,090-3152-5276,yes,91427,27,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4057,本浩,山,maeyao-revival_supporter-4057@example.com,yes,,,,茗荷谷,文京区,,日本,JP,,090-6513-1664,yes,83715,17,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4058,辺優子,渡,maeyao-revival_supporter-4058@example.com,yes,,,,茗荷谷,文京区,,日本,JP,,090-8368-5736,yes,88581,24,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4059,辺幸子,渡,maeyao-revival_supporter-4059@example.com,yes,,,,池袋,豊島区,,日本,JP,,090-7904-9062,yes,94730,18,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4060,中直樹,田,maeyao-revival_supporter-4060@example.com,yes,,,,早稲田,新宿区,,日本,JP,,090-1349-8780,yes,88153,19,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4061,村拓也,中,maeyao-revival_supporter-4061@example.com,yes,,,,池袋,豊島区,,日本,JP,,090-5084-4862,yes,82525,12,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4062,村舞,中,maeyao-revival_supporter-4062@example.com,yes,,,,早稲田,新宿区,,日本,JP,,090-8959-5603,yes,44639,10,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4063,藤陽子,加,maeyao-revival_supporter-4063@example.com,yes,,,,高田馬場,新宿区,,日本,JP,,090-9549-8289,yes,87786,19,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4064,橋浩,高,maeyao-revival_supporter-4064@example.com,yes,,,,高田馬場,新宿区,,日本,JP,,090-5128-6494,yes,44343,22,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4065,橋次郎,高,maeyao-revival_supporter-4065@example.com,yes,,,,高田馬場,新宿区,,日本,JP,,090-5123-7036,yes,75890,29,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4066,藤真由美,伊,maeyao-revival_supporter-4066@example.com,yes,,,,高田馬場,新宿区,,日本,JP,,090-1488-3076,yes,92926,21,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4067,藤優子,伊,maeyao-revival_supporter-4067@example.com,yes,,,,早稲田,新宿区,,日本,JP,,090-1093-2790,yes,49443,10,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4068,藤次郎,伊,maeyao-revival_supporter-4068@example.com,yes,,,,池袋,豊島区,,日本,JP,,090-5274-8486,yes,79633,24,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4069,藤恵子,加,maeyao-revival_supporter-4069@example.com,yes,,,,高田馬場,新宿区,,日本,JP,,090-1595-1350,yes,78459,30,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4070,中美咲,田,maeyao-revival_supporter-4070@example.com,yes,,,,高田馬場,新宿区,,日本,JP,,090-1122-1642,yes,42256,30,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4071,木幸子,鈴,maeyao-revival_supporter-4071@example.com,yes,,,,品川,東京都,,日本,JP,,090-9410-3279,yes,44445,10,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4072,本誠,山,maeyao-revival_supporter-4072@example.com,yes,,,,高田馬場,新宿区,,日本,JP,,090-3748-3572,yes,66853,23,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4073,橋愛,高,maeyao-revival_supporter-4073@example.com,yes,,,,高田馬場,新宿区,,日本,JP,,090-3742-4016,yes,72013,18,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4074,本恵子,山,maeyao-revival_supporter-4074@example.com,yes,,,,品川,東京都,,日本,JP,,090-6900-4328,yes,74678,27,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4075,村太郎,中,maeyao-revival_supporter-4075@example.com,yes,,,,茗荷谷,文京区,,日本,JP,,090-5703-3000,yes,47452,18,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4076,本愛,山,maeyao-revival_supporter-4076@example.com,yes,,,,早稲田,新宿区,,日本,JP,,090-3411-8872,yes,63180,11,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4077,本太郎,山,maeyao-revival_supporter-4077@example.com,yes,,,,池袋,豊島区,,日本,JP,,090-2094-1607,yes,83131,17,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4078,本舞,山,maeyao-revival_supporter-4078@example.com,yes,,,,池袋,豊島区,,日本,JP,,090-2642-8078,yes,56598,14,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4079,藤誠,加,maeyao-revival_supporter-4079@example.com,yes,,,,渋谷,東京都,,日本,JP,,090-4305-1315,yes,81262,20,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4080,木真由美,鈴,maeyao-revival_supporter-4080@example.com,yes,,,,早稲田,新宿区,,日本,JP,,090-3566-6977,yes,65531,20,"復活支援者,リピーター",revival_supporterタイプの顧客,no,,,,
CUST-4081,藤愛,加,maeyao-regular-4081@example.com,yes,,,,早稲田,新宿区,,日本,JP,,090-4852-9172,no,68983,16,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4082,村誠,中,maeyao-regular-4082@example.com,yes,,,,品川,東京都,,日本,JP,,090-3423-8517,no,33329,9,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4083,林翔太,小,maeyao-regular-4083@example.com,yes,,,,早稲田,新宿区,,日本,JP,,090-5463-7333,no,45276,10,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4084,林拓也,小,maeyao-regular-4084@example.com,yes,,,,早稲田,新宿区,,日本,JP,,090-8011-6946,no,69737,15,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4085,村幸子,中,maeyao-regular-4085@example.com,yes,,,,さいたま,埼玉県,,日本,JP,,090-9563-6113,no,72696,24,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4086,中真由美,田,maeyao-regular-4086@example.com,yes,,,,茗荷谷,文京区,,日本,JP,,090-5570-8306,no,71126,15,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4087,中恵子,田,maeyao-regular-4087@example.com,yes,,,,高田馬場,新宿区,,日本,JP,,090-8964-4510,no,40014,20,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4088,中健太,田,maeyao-regular-4088@example.com,yes,,,,茗荷谷,文京区,,日本,JP,,090-3122-8561,no,72999,10,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4089,林愛,小,maeyao-regular-4089@example.com,yes,,,,高田馬場,新宿区,,日本,JP,,090-5226-3272,no,26404,10,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4090,辺真由美,渡,maeyao-regular-4090@example.com,yes,,,,千葉,千葉県,,日本,JP,,090-4204-4613,no,79802,10,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4091,藤翔太,伊,maeyao-regular-4091@example.com,yes,,,,品川,東京都,,日本,JP,,090-5762-7422,no,51600,16,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4092,本愛,山,maeyao-regular-4092@example.com,yes,,,,横浜,神奈川県,,日本,JP,,090-7366-8615,no,41714,13,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4093,藤翔太,加,maeyao-regular-4093@example.com,yes,,,,池袋,豊島区,,日本,JP,,090-2214-5468,no,56567,22,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4094,林健太,小,maeyao-regular-4094@example.com,yes,,,,高田馬場,新宿区,,日本,JP,,090-1293-8030,no,64209,18,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4095,藤恵子,加,maeyao-regular-4095@example.com,yes,,,,早稲田,新宿区,,日本,JP,,090-8312-2142,no,60024,14,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4096,中花子,田,maeyao-regular-4096@example.com,yes,,,,茗荷谷,文京区,,日本,JP,,090-8689-1457,no,46908,21,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4097,藤彩,佐,maeyao-regular-4097@example.com,yes,,,,早稲田,新宿区,,日本,JP,,090-9981-9456,no,53800,16,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4098,藤花子,加,maeyao-regular-4098@example.com,yes,,,,さいたま,埼玉県,,日本,JP,,090-5195-2978,no,68209,24,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4099,木美咲,鈴,maeyao-regular-4099@example.com,yes,,,,茗荷谷,文京区,,日本,JP,,090-1587-9608,no,48801,18,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4100,辺太郎,渡,maeyao-regular-4100@example.com,yes,,,,早稲田,新宿区,,日本,JP,,090-5856-1859,no,25159,14,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4101,木誠,鈴,maeyao-regular-4101@example.com,yes,,,,千葉,千葉県,,日本,JP,,090-1283-9022,no,29717,9,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4102,村恵子,中,maeyao-regular-4102@example.com,yes,,,,品川,東京都,,日本,JP,,090-6174-7993,no,66798,16,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4103,木翔太,鈴,maeyao-regular-4103@example.com,yes,,,,茗荷谷,文京区,,日本,JP,,090-4160-3988,no,68921,14,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4104,橋隆,高,maeyao-regular-4104@example.com,yes,,,,横浜,神奈川県,,日本,JP,,090-9834-4343,no,68624,8,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4105,藤恵子,加,maeyao-regular-4105@example.com,yes,,,,茗荷谷,文京区,,日本,JP,,090-8851-2196,no,55402,8,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4106,本拓也,山,maeyao-regular-4106@example.com,yes,,,,横浜,神奈川県,,日本,JP,,090-9758-3027,no,44708,10,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4107,村美咲,中,maeyao-regular-4107@example.com,yes,,,,横浜,神奈川県,,日本,JP,,090-9273-5748,no,77535,24,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4108,本彩,山,maeyao-regular-4108@example.com,yes,,,,全国,その他,,日本,JP,,090-2299-6404,no,47405,11,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4109,林花子,小,maeyao-regular-4109@example.com,yes,,,,池袋,豊島区,,日本,JP,,090-4164-6593,no,54754,22,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4110,辺隆,渡,maeyao-regular-4110@example.com,yes,,,,渋谷,東京都,,日本,JP,,090-6387-5434,no,76368,17,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4111,橋恵子,高,maeyao-regular-4111@example.com,yes,,,,茗荷谷,文京区,,日本,JP,,090-2349-4459,no,41461,17,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4112,辺愛,渡,maeyao-regular-4112@example.com,yes,,,,池袋,豊島区,,日本,JP,,090-2989-6264,no,70238,23,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4113,木隆,鈴,maeyao-regular-4113@example.com,yes,,,,早稲田,新宿区,,日本,JP,,090-2549-7586,no,58542,22,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4114,本次郎,山,maeyao-regular-4114@example.com,yes,,,,池袋,豊島区,,日本,JP,,090-3703-4185,no,40935,21,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4115,橋直樹,高,maeyao-regular-4115@example.com,yes,,,,池袋,豊島区,,日本,JP,,090-7656-8554,no,65556,18,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4116,中花子,田,maeyao-regular-4116@example.com,yes,,,,渋谷,東京都,,日本,JP,,090-6080-1450,no,79974,16,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4117,林浩,小,maeyao-regular-4117@example.com,yes,,,,高田馬場,新宿区,,日本,JP,,090-5316-8735,no,29144,19,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4118,藤陽子,伊,maeyao-regular-4118@example.com,yes,,,,早稲田,新宿区,,日本,JP,,090-8261-9683,no,34848,23,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4119,藤舞,加,maeyao-regular-4119@example.com,yes,,,,早稲田,新宿区,,日本,JP,,090-2275-7164,no,78342,20,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4120,辺舞,渡,maeyao-regular-4120@example.com,yes,,,,茗荷谷,文京区,,日本,JP,,090-6650-9020,no,28914,18,"サブスク会員,リピーター",regularタイプの顧客,no,,,,
CUST-4121,辺美咲,渡,maeyao-spicy_lover-4121@example.com,yes,,,,茗荷谷,文京区,,日本,JP,,090-3130-3428,no,41866,9,激辛愛好家,spicy_loverタイプの顧客,no,,,,
CUST-4122,藤愛,佐,maeyao-spicy_lover-4122@example.com,yes,,,,高田馬場,新宿区,,日本,JP,,090-7423-9446,no,46959,8,激辛愛好家,spicy_loverタイプの顧客,no,,,,
CUST-4123,林浩,小,maeyao-spicy_lover-4123@example.com,yes,,,,品川,東京都,,日本,JP,,090-4803-2228,no,41670,9,激辛愛好家,spicy_loverタイプの顧客,no,,,,
CUST-4124,藤優子,加,maeyao-spicy_lover-4124@example.com,yes,,,,高田馬場,新宿区,,日本,JP,,090-3238-2126,no,35808,12,激辛愛好家,spicy_loverタイプの顧客,no,,,,
CUST-4125,藤彩,伊,maeyao-spicy_lover-4125@example.com,yes,,,,さいたま,埼玉県,,日本,JP,,090-9210-2090,no,44679,15,激辛愛好家,spicy_loverタイプの顧客,no,,,,
CUST-4126,木浩,鈴,maeyao-spicy_lover-4126@example.com,yes,,,,品川,東京都,,日本,JP,,090-3713-7283,no,40906,11,激辛愛好家,spicy_loverタイプの顧客,no,,,,
CUST-4127,藤花子,伊,maeyao-spicy_lover-4127@example.com,yes,,,,高田馬場,新宿区,,日本,JP,,090-9472-7570,no,46860,5,激辛愛好家,spicy_loverタイプの顧客,no,,,,
CUST-4128,橋直樹,高,maeyao-spicy_lover-4128@example.com,yes,,,,さいたま,埼玉県,,日本,JP,,090-7894-6239,no,45171,6,激辛愛好家,spicy_loverタイプの顧客,no,,,,
CUST-4129,橋愛,高,maeyao-spicy_lover-4129@example.com,yes,,,,さいたま,埼玉県,,日本,JP,,090-3291-3630,no,16494,9,激辛愛好家,spicy_loverタイプの顧客,no,,,,
CUST-4130,藤次郎,加,maeyao-spicy_lover-4130@example.com,yes,,,,早稲田,新宿区,,日本,JP,,090-6740-7870,no,33973,9,激辛愛好家,spicy_loverタイプの顧客,no,,,,
CUST-4131,木恵子,鈴,maeyao-spicy_lover-4131@example.com,yes,,,,早稲田,新宿区,,日本,JP,,090-5983-3489,no,17115,9,激辛愛好家,spicy_loverタイプの顧客,no,,,,
CUST-4132,橋大輝,高,maeyao-spicy_lover-4132@example.com,yes,,,,さいたま,埼玉県,,日本,JP,,090-7632-6755,no,45367,7,激辛愛好家,spicy_loverタイプの顧客,no,,,,
CUST-4133,本浩,山,maeyao-spicy_lover-4133@example.com,yes,,,,早稲田,新宿区,,日本,JP,,090-6188-1677,no,15226,8,激辛愛好家,spicy_loverタイプの顧客,no,,,,
